sig_HSC_CLP	sig_CLP_ProB	sig_ProB_PreB	sig_PreB_ImmatureB	sig_ImmatureB_TransitionalB	sig_TransitionalB_NaiveCD5neg	sig_TransitionalB_NaiveCD5pos	sig_NaiveCD5neg_NaiveCD5pos
ENSG00000131398	0	0	0	-1	0	0	0	0
ENSG00000131401	-1	1	0	-1	0	0	0	0
ENSG00000131408	0	0	0	-1	0	0	0	0
ENSG00000131435	0	0	-1	1	0	0	0	0
ENSG00000131446	0	0	1	0	0	0	0	0
ENSG00000131462	-1	0	0	1	0	0	0	0
ENSG00000131469	0	0	0	0	-1	0	0	0
ENSG00000131470	0	0	0	1	0	0	0	0
ENSG00000131475	0	0	0	1	0	0	0	0
ENSG00000131507	0	1	0	0	0	0	0	0
ENSG00000131584	0	0	0	-1	0	1	1	0
ENSG00000131620	-1	0	1	0	0	0	0	0
ENSG00000131634	0	1	0	0	0	-1	0	0
ENSG00000131650	0	-1	-1	0	1	0	0	0
ENSG00000131669	0	-1	0	1	0	0	0	0
ENSG00000131697	0	0	0	0	0	1	0	0
ENSG00000131711	0	0	0	1	0	0	0	0
ENSG00000131724	0	1	1	-1	-1	0	0	0
ENSG00000131730	0	-1	1	1	0	0	0	0
ENSG00000131732	0	0	0	1	-1	0	0	0
ENSG00000131747	-1	0	0	1	1	1	0	0
ENSG00000131748	1	-1	1	-1	0	0	0	0
ENSG00000131759	0	1	-1	0	0	0	0	0
ENSG00000131773	0	0	0	1	1	0	0	0
ENSG00000131781	0	1	0	0	0	0	0	0
ENSG00000131791	1	0	0	0	0	0	0	0
ENSG00000131797	0	1	-1	0	0	0	0	0
ENSG00000131828	0	0	1	0	0	0	0	0
ENSG00000131844	0	1	0	0	0	0	0	0
ENSG00000131931	0	0	0	1	-1	0	0	0
ENSG00000131941	0	0	0	0	0	-1	0	0
ENSG00000131944	0	0	0	1	0	0	0	0
ENSG00000131969	-1	1	-1	1	0	0	0	0
ENSG00000131981	0	0	0	-1	0	0	0	0
ENSG00000132002	0	0	0	1	0	0	0	0
ENSG00000132004	0	0	0	1	0	0	0	0
ENSG00000132010	0	0	0	1	0	0	0	0
ENSG00000132016	0	0	0	1	0	0	0	0
ENSG00000132024	0	-1	0	0	1	0	0	0
ENSG00000132109	0	0	0	1	-1	0	0	0
ENSG00000132122	0	1	-1	1	0	0	0	0
ENSG00000132182	0	1	-1	1	0	0	0	0
ENSG00000132185	-1	0	-1	0	0	0	0	0
ENSG00000132199	0	0	0	1	0	0	0	0
ENSG00000132205	0	1	0	0	0	0	0	0
ENSG00000132254	0	0	0	1	0	0	0	0
ENSG00000132274	0	0	-1	-1	0	0	0	0
ENSG00000132286	0	0	0	1	0	0	0	0
ENSG00000132294	0	-1	0	0	0	0	0	0
ENSG00000132313	0	0	0	1	0	0	0	0
ENSG00000132321	1	0	0	0	0	0	0	0
ENSG00000132329	0	1	0	1	0	0	0	0
ENSG00000132334	-1	-1	0	1	0	1	1	0
ENSG00000132341	-1	0	0	1	0	0	0	0
ENSG00000132359	-1	1	1	-1	0	1	0	0
ENSG00000132376	0	-1	0	-1	1	0	0	0
ENSG00000132382	0	0	0	0	-1	0	0	0
ENSG00000132383	0	0	0	1	0	0	0	0
ENSG00000132386	-1	-1	-1	0	1	1	1	0
ENSG00000132405	0	0	-1	0	1	1	1	0
ENSG00000132406	0	1	0	0	0	0	0	0
ENSG00000132423	0	0	0	1	0	0	0	0
ENSG00000132432	0	0	1	0	0	0	0	0
ENSG00000132434	0	0	-1	1	0	0	0	0
ENSG00000132436	0	0	0	1	-1	0	0	0
ENSG00000132463	-1	1	0	0	0	0	0	0
ENSG00000132465	-1	0	0	0	0	0	0	0
ENSG00000132466	0	0	0	1	0	0	0	0
ENSG00000132467	0	0	0	1	0	0	0	0
ENSG00000132475	0	0	0	0	0	1	0	0
ENSG00000132481	0	0	0	1	0	0	0	0
ENSG00000132485	0	-1	0	0	0	0	0	0
ENSG00000132507	-1	0	0	1	-1	0	0	0
ENSG00000132510	0	0	-1	0	0	0	0	0
ENSG00000132514	0	0	1	0	0	0	0	0
ENSG00000132518	0	1	0	0	0	0	0	0
ENSG00000132522	0	-1	0	0	0	0	0	0
ENSG00000132530	0	0	0	-1	0	0	0	0
ENSG00000132535	0	0	0	0	0	1	0	0
ENSG00000132541	0	0	0	1	0	0	0	0
ENSG00000132570	0	0	0	1	0	0	0	0
ENSG00000132589	0	0	-1	0	0	0	0	0
ENSG00000132591	0	1	0	0	0	0	0	0
ENSG00000132603	0	0	0	1	0	0	0	0
ENSG00000132604	0	-1	0	1	0	0	0	0
ENSG00000132613	0	1	0	0	0	0	0	0
ENSG00000132623	0	1	0	-1	0	0	0	0
ENSG00000132635	1	0	0	0	-1	0	0	0
ENSG00000132640	0	0	0	0	1	1	0	0
ENSG00000132646	-1	0	0	1	0	0	0	0
ENSG00000132661	0	1	0	1	-1	0	0	0
ENSG00000132669	0	1	0	0	0	0	0	0
ENSG00000132694	0	1	0	0	0	0	1	0
ENSG00000132704	0	-1	-1	-1	0	0	0	0
ENSG00000132718	0	0	0	1	0	0	0	0
ENSG00000132740	0	0	-1	0	0	0	0	0
ENSG00000132744	-1	1	0	1	0	0	0	0
ENSG00000132749	0	0	0	0	1	0	0	0
ENSG00000132763	0	0	0	1	0	0	0	0
ENSG00000132773	0	0	0	1	0	0	0	0
ENSG00000132780	-1	0	0	1	1	0	0	0
ENSG00000132781	0	0	0	1	0	0	0	0
ENSG00000132792	0	-1	-1	1	0	0	0	0
ENSG00000132793	0	0	1	0	0	0	0	0
ENSG00000132819	-1	-1	-1	-1	0	0	0	0
ENSG00000132823	0	0	0	-1	-1	0	0	0
ENSG00000132824	0	0	0	0	1	0	0	0
ENSG00000132825	0	0	0	1	0	0	0	0
ENSG00000132842	0	0	0	1	0	-1	0	0
ENSG00000132846	0	0	1	1	0	0	0	0
ENSG00000132849	0	0	0	1	-1	0	0	0
ENSG00000132879	0	0	0	-1	0	0	0	0
ENSG00000132881	0	0	0	0	-1	0	0	0
ENSG00000132906	0	0	-1	0	0	0	0	0
ENSG00000132932	0	0	1	1	0	0	0	0
ENSG00000132963	-1	0	0	0	0	0	0	0
ENSG00000132965	-1	0	1	-1	0	0	0	0
ENSG00000132967	0	0	0	1	0	0	0	0
ENSG00000132970	1	0	0	0	0	0	0	0
ENSG00000132975	0	1	1	0	0	0	0	0
ENSG00000133019	1	1	1	0	0	0	0	0
ENSG00000133026	1	0	0	1	0	0	0	0
ENSG00000133027	0	0	1	1	0	0	0	0
ENSG00000133028	0	0	0	1	0	0	0	0
ENSG00000133030	0	-1	-1	0	0	0	0	0
ENSG00000133048	0	0	0	0	1	0	0	0
ENSG00000133055	0	0	-1	1	0	0	0	0
ENSG00000133056	0	-1	-1	-1	1	0	0	0
ENSG00000133059	1	0	0	0	0	0	0	0
ENSG00000133065	0	-1	0	0	0	0	0	0
ENSG00000133067	0	-1	1	1	0	0	0	0
ENSG00000133069	0	-1	0	1	0	0	0	0
ENSG00000133101	0	1	-1	1	-1	0	0	0
ENSG00000133104	0	0	1	0	-1	0	0	0
ENSG00000133106	0	1	0	-1	0	0	0	0
ENSG00000133111	0	0	0	1	0	0	0	0
ENSG00000133112	0	0	0	0	-1	0	0	0
ENSG00000133119	0	0	0	1	0	0	0	0
ENSG00000133134	1	1	0	0	0	0	0	0
ENSG00000133142	0	1	1	1	0	-1	0	0
ENSG00000133169	0	1	1	0	0	0	0	0
ENSG00000133243	0	0	0	-1	0	0	0	0
ENSG00000133246	0	1	1	0	0	1	0	-1
ENSG00000133247	0	0	0	1	0	0	0	0
ENSG00000133250	0	0	0	0	-1	0	0	0
ENSG00000133265	0	0	0	1	0	0	0	0
ENSG00000133275	0	-1	0	0	0	0	0	0
ENSG00000133302	0	0	0	1	0	0	0	0
ENSG00000133315	0	0	0	1	0	0	0	0
ENSG00000133318	0	0	0	1	0	0	0	0
ENSG00000133321	0	0	0	1	0	0	0	0
ENSG00000133328	0	0	0	-1	1	0	0	0
ENSG00000133393	0	1	0	0	0	0	0	0
ENSG00000133401	1	0	1	0	0	0	0	0
ENSG00000133424	0	0	0	0	0	-1	-1	0
ENSG00000133460	0	0	-1	0	0	0	0	0
ENSG00000133466	0	0	0	0	-1	0	0	0
ENSG00000133519	0	0	1	0	0	0	0	0
ENSG00000133561	0	0	0	1	0	0	0	0
ENSG00000133574	-1	0	0	0	0	0	0	0
ENSG00000133597	0	1	0	0	0	0	0	0
ENSG00000133612	0	0	0	1	0	0	0	0
ENSG00000133639	0	-1	-1	-1	0	0	0	0
ENSG00000133665	-1	0	1	0	0	0	0	0
ENSG00000133703	0	0	0	1	0	0	0	0
ENSG00000133706	0	1	0	0	0	0	0	0
ENSG00000133739	0	0	0	1	0	0	0	0
ENSG00000133740	0	-1	-1	-1	0	0	0	0
ENSG00000133742	0	0	0	0	1	0	0	0
ENSG00000133789	0	0	0	-1	-1	0	0	0
ENSG00000133794	0	0	0	-1	0	0	0	0
ENSG00000133805	0	0	0	0	-1	0	0	0
ENSG00000133818	0	0	0	-1	-1	0	0	0
ENSG00000133872	0	0	0	-1	0	0	0	0
ENSG00000133878	0	-1	1	1	0	0	0	0
ENSG00000133937	-1	0	0	1	0	0	0	0
ENSG00000133943	0	0	1	0	0	0	0	0
ENSG00000133985	0	0	0	-1	0	0	0	0
ENSG00000134001	0	0	0	1	0	0	0	0
ENSG00000134020	0	0	0	0	-1	-1	0	0
ENSG00000134030	0	0	1	0	1	0	0	0
ENSG00000134042	0	0	-1	0	1	0	0	0
ENSG00000134046	-1	0	0	-1	0	0	0	0
ENSG00000134049	0	0	0	1	0	0	0	0
ENSG00000134057	0	0	0	1	0	0	0	0
ENSG00000134061	-1	1	-1	-1	0	0	0	0
ENSG00000134070	0	1	0	0	-1	-1	0	0
ENSG00000134107	0	1	1	-1	0	0	0	0
ENSG00000134108	0	1	0	1	0	0	0	0
ENSG00000134109	-1	-1	1	0	0	0	0	0
ENSG00000134121	0	0	0	0	0	-1	-1	0
ENSG00000134198	0	1	0	0	0	0	0	0
ENSG00000134201	0	1	1	1	0	0	0	0
ENSG00000134215	0	0	0	-1	0	0	0	0
ENSG00000134222	-1	0	0	1	1	0	1	0
ENSG00000134242	0	0	0	-1	-1	0	0	0
ENSG00000134243	0	0	-1	0	1	1	1	0
ENSG00000134245	0	0	0	0	0	-1	-1	0
ENSG00000134247	-1	1	0	0	0	0	0	0
ENSG00000134250	0	0	0	-1	0	0	0	0
ENSG00000134253	0	0	0	1	0	0	0	0
ENSG00000134262	0	1	0	-1	0	0	0	0
ENSG00000134285	0	0	1	0	0	0	0	0
ENSG00000134287	0	1	0	0	0	0	0	0
ENSG00000134291	0	0	0	1	0	0	0	0
ENSG00000134294	0	-1	0	0	0	0	0	0
ENSG00000134297	0	0	1	-1	0	0	0	0
ENSG00000134308	-1	0	0	1	0	0	0	0
ENSG00000134313	0	0	0	-1	0	0	0	0
ENSG00000134318	0	0	0	1	0	0	0	0
ENSG00000134323	1	1	1	0	0	0	0	0
ENSG00000134324	0	0	0	0	1	-1	0	0
ENSG00000134333	-1	1	0	1	0	0	0	0
ENSG00000134369	0	-1	0	0	1	1	1	0
ENSG00000134371	0	0	0	1	0	0	0	0
ENSG00000134419	0	0	0	0	-1	0	0	0
ENSG00000134444	0	0	0	-1	0	0	0	0
ENSG00000134452	0	-1	0	0	0	0	0	0
ENSG00000134453	0	0	0	1	0	0	0	0
ENSG00000134460	0	1	0	0	0	0	0	0
ENSG00000134461	0	0	0	1	0	0	0	0
ENSG00000134463	0	0	0	1	0	0	0	0
ENSG00000134470	0	0	1	0	0	0	0	0
ENSG00000134508	1	0	0	0	0	0	0	0
ENSG00000134516	0	1	0	0	0	0	0	0
ENSG00000134531	0	1	1	0	0	0	0	0
ENSG00000134532	0	0	1	-1	0	1	1	0
ENSG00000134574	0	0	0	1	-1	0	0	0
ENSG00000134590	0	0	0	1	0	0	0	0
ENSG00000134594	0	1	0	0	0	0	0	0
ENSG00000134597	0	0	0	1	0	0	0	0
ENSG00000134627	0	0	1	0	0	0	0	0
ENSG00000134684	0	0	0	1	0	0	0	0
ENSG00000134686	0	0	0	1	0	1	0	0
ENSG00000134690	0	0	0	1	0	0	0	0
ENSG00000134716	0	0	0	0	-1	0	0	0
ENSG00000134744	0	0	0	-1	0	0	0	0
ENSG00000134748	0	0	0	1	0	0	0	0
ENSG00000134779	0	0	0	1	0	0	0	0
ENSG00000134780	-1	1	1	0	0	0	0	0
ENSG00000134802	0	0	0	1	0	0	0	0
ENSG00000134809	0	0	0	1	0	0	0	0
ENSG00000134824	0	0	0	1	0	0	0	0
ENSG00000134825	0	1	0	0	0	0	0	0
ENSG00000134827	0	0	0	0	1	0	0	0
ENSG00000134873	0	1	1	0	0	0	0	0
ENSG00000134897	0	0	0	1	0	0	0	0
ENSG00000134901	0	1	0	1	0	0	0	0
ENSG00000134905	0	0	0	-1	0	0	0	0
ENSG00000134954	-1	-1	-1	-1	0	0	0	0
ENSG00000134986	-1	1	0	1	0	1	1	0
ENSG00000135002	0	0	0	0	1	0	0	0
ENSG00000135045	0	0	0	1	0	0	0	0
ENSG00000135046	0	1	1	-1	0	1	0	0
ENSG00000135048	1	-1	0	0	-1	0	0	0
ENSG00000135049	-1	0	0	0	0	0	0	0
ENSG00000135069	0	-1	0	0	1	0	0	0
ENSG00000135074	0	0	-1	-1	0	0	0	0
ENSG00000135077	0	1	0	0	0	0	0	0
ENSG00000135090	1	0	0	-1	0	0	0	0
ENSG00000135116	-1	0	-1	0	0	1	1	0
ENSG00000135119	0	-1	0	0	0	1	1	0
ENSG00000135124	0	0	0	1	-1	0	0	0
ENSG00000135127	-1	0	0	0	0	0	0	0
ENSG00000135144	0	-1	-1	0	1	0	0	0
ENSG00000135164	0	-1	0	-1	0	0	0	0
ENSG00000135185	0	-1	0	0	1	0	0	0
ENSG00000135218	0	0	0	-1	0	0	0	0
ENSG00000135241	0	0	0	-1	0	0	0	0
ENSG00000135245	0	0	0	1	-1	0	0	0
ENSG00000135250	0	0	0	-1	0	0	0	0
ENSG00000135269	0	1	-1	0	-1	0	0	0
ENSG00000135272	0	0	0	1	0	0	0	0
ENSG00000135299	0	0	0	1	0	0	0	0
ENSG00000135314	0	0	0	1	0	0	0	0
ENSG00000135316	-1	0	0	0	0	0	0	0
ENSG00000135318	0	0	-1	1	-1	-1	0	0
ENSG00000135362	0	0	1	0	0	-1	0	0
ENSG00000135363	0	0	1	-1	0	0	0	0
ENSG00000135365	0	0	0	-1	0	0	0	0
ENSG00000135378	0	1	0	1	0	0	0	0
ENSG00000135387	0	0	0	1	0	0	0	0
ENSG00000135390	0	0	0	1	0	0	0	0
ENSG00000135404	0	1	0	0	0	0	0	0
ENSG00000135407	0	-1	0	1	0	-1	0	0
ENSG00000135409	1	0	0	0	0	0	0	0
ENSG00000135414	0	-1	0	0	0	1	1	0
ENSG00000135426	1	0	0	0	0	0	0	0
ENSG00000135441	-1	0	0	0	0	0	0	0
ENSG00000135446	0	1	0	1	0	0	0	0
ENSG00000135451	0	0	0	1	0	0	0	0
ENSG00000135473	0	0	0	0	-1	0	0	0
ENSG00000135476	-1	0	0	1	0	0	0	0
ENSG00000135482	0	0	0	1	0	0	0	0
ENSG00000135486	0	1	0	1	0	0	0	0
ENSG00000135502	0	-1	0	0	0	0	0	0
ENSG00000135503	0	1	0	1	-1	0	0	0
ENSG00000135506	0	0	0	-1	0	0	0	0
ENSG00000135519	0	1	0	-1	0	0	0	0
ENSG00000135521	0	0	0	0	-1	0	0	0
ENSG00000135525	0	1	1	0	0	0	0	0
ENSG00000135535	1	0	0	0	0	0	0	0
ENSG00000135540	0	0	1	0	0	0	0	0
ENSG00000135541	0	0	0	1	0	0	0	0
ENSG00000135547	0	0	-1	1	0	0	0	0
ENSG00000135596	0	0	0	-1	0	0	0	0
ENSG00000135604	0	1	0	0	0	0	0	0
ENSG00000135605	0	0	1	0	0	0	0	0
ENSG00000135622	1	0	0	0	0	0	0	0
ENSG00000135624	0	0	0	1	0	0	0	0
ENSG00000135631	0	-1	1	0	0	0	0	0
ENSG00000135632	0	0	0	0	-1	0	0	0
ENSG00000135637	0	-1	0	0	0	0	0	0
ENSG00000135655	0	0	0	-1	0	0	0	0
ENSG00000135677	0	0	1	0	0	0	0	0
ENSG00000135678	-1	0	-1	0	0	1	1	0
ENSG00000135679	0	-1	1	1	0	0	0	0
ENSG00000135686	0	-1	-1	0	0	0	0	0
ENSG00000135698	0	0	0	1	0	0	0	0
ENSG00000135720	0	-1	0	0	0	0	0	0
ENSG00000135723	0	1	0	1	-1	0	0	0
ENSG00000135736	0	0	1	0	0	0	0	0
ENSG00000135749	0	0	0	1	-1	0	0	0
ENSG00000135821	-1	1	-1	0	1	1	1	0
ENSG00000135837	0	-1	0	0	0	0	0	0
ENSG00000135842	0	0	0	1	1	0	-1	0
ENSG00000135845	0	0	0	1	-1	0	0	0
ENSG00000135862	0	0	1	-1	0	0	0	0
ENSG00000135899	0	0	-1	-1	0	0	0	0
ENSG00000135900	0	0	0	1	-1	0	0	0
ENSG00000135905	0	0	-1	0	0	0	0	0
ENSG00000135913	0	0	0	1	0	0	0	0
ENSG00000135916	0	1	0	-1	1	1	1	0
ENSG00000135919	0	1	0	0	-1	0	0	0
ENSG00000135924	0	-1	0	-1	0	0	0	0
ENSG00000135925	0	0	0	-1	-1	0	0	0
ENSG00000135926	1	0	1	-1	-1	0	0	0
ENSG00000135929	0	0	0	-1	0	0	0	0
ENSG00000135931	0	0	0	1	0	0	0	0
ENSG00000135966	1	0	1	0	0	0	0	0
ENSG00000135972	0	0	0	1	0	0	0	0
ENSG00000135976	0	0	0	1	0	0	0	0
ENSG00000135999	0	0	0	-1	1	0	0	0
ENSG00000136003	0	0	0	0	0	-1	0	0
ENSG00000136010	-1	0	1	0	0	0	0	0
ENSG00000136014	0	0	0	-1	0	0	0	0
ENSG00000136026	0	0	1	0	0	0	0	0
ENSG00000136040	0	0	1	0	0	0	0	0
ENSG00000136048	0	0	0	1	0	0	0	0
ENSG00000136051	0	-1	0	-1	0	0	0	0
ENSG00000136059	0	0	0	-1	0	0	0	0
ENSG00000136068	0	1	0	1	-1	0	0	0
ENSG00000136098	0	0	0	-1	0	0	0	0
ENSG00000136104	-1	0	0	1	0	0	0	0
ENSG00000136108	0	0	0	1	0	0	0	0
ENSG00000136110	1	0	0	0	0	0	0	0
ENSG00000136111	0	0	1	0	0	0	0	0
ENSG00000136114	0	0	0	0	1	0	0	0
ENSG00000136141	0	0	0	-1	0	0	0	0
ENSG00000136143	0	0	0	1	0	0	0	0
ENSG00000136144	0	-1	0	0	0	0	1	0
ENSG00000136149	0	0	0	0	-1	0	0	0
ENSG00000136152	0	0	0	-1	0	0	0	0
ENSG00000136153	0	0	-1	0	0	0	0	0
ENSG00000136156	0	0	0	-1	0	0	0	0
ENSG00000136158	0	0	0	0	0	1	1	0
ENSG00000136159	0	0	0	1	0	0	0	0
ENSG00000136161	0	0	0	0	1	0	0	0
ENSG00000136167	-1	1	0	0	0	0	0	0
ENSG00000136169	0	0	0	0	-1	0	0	0
ENSG00000136193	0	1	1	0	0	0	0	0
ENSG00000136205	0	0	0	1	0	0	0	0
ENSG00000136213	0	0	0	0	1	1	0	0
ENSG00000136235	0	0	0	-1	1	0	0	0
ENSG00000136237	-1	0	-1	0	0	1	0	0
ENSG00000136238	0	0	0	1	0	0	0	0
ENSG00000136240	-1	0	1	0	0	0	0	0
ENSG00000136244	0	0	0	-1	-1	0	0	0
ENSG00000136247	0	1	0	0	0	0	0	0
ENSG00000136261	0	1	1	1	0	0	0	0
ENSG00000136279	0	0	0	-1	0	0	0	0
ENSG00000136280	0	-1	0	0	0	0	0	0
ENSG00000136286	0	0	0	-1	0	0	0	0
ENSG00000136295	0	0	0	0	1	1	1	0
ENSG00000136305	0	1	-1	1	-1	0	0	0
ENSG00000136315	-1	1	0	0	0	0	0	0
ENSG00000136367	1	0	0	0	0	0	0	0
ENSG00000136378	-1	0	-1	1	0	0	0	0
ENSG00000136379	0	0	0	1	0	0	0	0
ENSG00000136404	0	0	-1	0	0	0	0	0
ENSG00000136425	0	1	0	1	0	0	0	0
ENSG00000136436	-1	0	1	0	0	0	0	0
ENSG00000136444	0	0	1	0	0	0	0	0
ENSG00000136449	0	0	0	1	0	0	0	0
ENSG00000136451	0	0	0	1	1	0	0	0
ENSG00000136457	0	0	0	-1	0	0	0	0
ENSG00000136463	0	0	0	1	-1	0	0	0
ENSG00000136485	0	0	0	1	0	0	0	0
ENSG00000136490	0	-1	-1	-1	0	0	0	0
ENSG00000136492	0	0	0	1	0	0	0	0
ENSG00000136514	0	0	0	1	0	0	0	0
ENSG00000136518	0	0	0	1	0	0	0	0
ENSG00000136521	0	1	0	1	0	0	0	0
ENSG00000136527	-1	0	0	0	0	0	0	0
ENSG00000136542	0	1	0	0	0	0	0	0
ENSG00000136560	0	0	0	-1	0	0	0	0
ENSG00000136573	-1	-1	-1	0	0	0	0	0
ENSG00000136603	0	-1	0	0	0	0	0	0
ENSG00000136628	0	0	1	1	0	0	0	0
ENSG00000136630	-1	0	0	0	1	0	0	0
ENSG00000136636	0	0	0	0	0	0	1	0
ENSG00000136689	-1	1	0	0	0	1	0	0
ENSG00000136699	0	0	0	1	0	0	0	0
ENSG00000136710	0	1	-1	0	0	0	0	0
ENSG00000136715	0	0	0	1	0	0	0	0
ENSG00000136717	0	0	1	-1	-1	0	0	0
ENSG00000136732	0	0	1	1	0	0	0	0
ENSG00000136750	0	0	-1	1	0	0	0	0
ENSG00000136754	-1	0	0	-1	0	0	0	0
ENSG00000136770	0	1	0	0	0	0	0	0
ENSG00000136783	-1	1	1	1	0	0	0	0
ENSG00000136802	0	0	0	1	0	0	0	0
ENSG00000136807	0	0	0	1	0	0	0	0
ENSG00000136810	0	1	1	1	0	0	0	0
ENSG00000136816	0	0	0	-1	0	0	0	0
ENSG00000136824	0	0	0	1	0	0	0	0
ENSG00000136826	0	1	1	0	0	0	0	0
ENSG00000136828	0	0	-1	-1	0	0	0	0
ENSG00000136830	0	0	0	0	0	1	0	0
ENSG00000136840	-1	0	-1	0	1	0	0	0
ENSG00000136854	1	0	0	0	0	0	0	0
ENSG00000136861	0	0	-1	1	0	0	0	0
ENSG00000136867	0	0	1	-1	0	0	0	0
ENSG00000136869	0	0	0	-1	0	0	0	0
ENSG00000136877	0	0	-1	1	0	0	0	0
ENSG00000136878	1	0	0	-1	0	0	0	0
ENSG00000136883	0	-1	-1	1	1	0	0	0
ENSG00000136895	0	0	0	0	-1	0	0	0
ENSG00000136929	1	0	1	0	0	0	0	0
ENSG00000136930	0	0	0	1	0	0	0	0
ENSG00000136931	0	1	0	0	0	0	0	0
ENSG00000136933	0	1	1	0	0	0	0	0
ENSG00000136937	0	0	0	1	0	0	0	0
ENSG00000136938	0	1	0	1	0	0	0	0
ENSG00000136940	0	0	0	1	0	0	0	0
ENSG00000136942	0	0	0	0	-1	0	0	0
ENSG00000136950	-1	0	0	1	0	0	0	0
ENSG00000136982	0	0	0	1	1	0	0	0
ENSG00000136986	0	0	1	0	0	0	0	0
ENSG00000136997	0	1	1	-1	-1	0	0	0
ENSG00000136999	0	1	0	0	0	0	0	0
ENSG00000137038	0	0	0	1	0	0	0	0
ENSG00000137054	0	0	0	1	-1	0	0	0
ENSG00000137070	0	0	0	0	-1	0	0	0
ENSG00000137073	0	0	0	1	0	0	0	0
ENSG00000137074	0	0	0	1	0	0	0	0
ENSG00000137078	-1	0	-1	0	0	0	0	0
ENSG00000137100	0	0	0	1	0	0	0	0
ENSG00000137101	-1	-1	-1	-1	1	0	0	0
ENSG00000137103	-1	0	0	0	0	0	0	0
ENSG00000137124	0	1	0	1	0	0	0	0
ENSG00000137133	0	0	0	1	0	0	0	0
ENSG00000137135	0	0	-1	1	0	0	0	0
ENSG00000137154	0	0	1	0	-1	0	0	0
ENSG00000137166	0	0	-1	0	0	0	0	0
ENSG00000137171	0	-1	1	-1	0	0	0	0
ENSG00000137177	0	0	0	1	0	0	0	0
ENSG00000137185	0	0	-1	0	0	0	0	0
ENSG00000137193	1	0	-1	0	1	1	0	0
ENSG00000137198	1	0	0	0	0	0	0	0
ENSG00000137200	0	0	0	0	-1	0	0	0
ENSG00000137210	0	0	0	1	0	0	0	0
ENSG00000137216	0	-1	0	0	0	0	0	0
ENSG00000137225	0	1	1	0	0	0	0	0
ENSG00000137265	0	-1	-1	1	0	0	0	0
ENSG00000137266	0	-1	0	0	0	0	0	0
ENSG00000137273	0	-1	0	0	0	0	0	0
ENSG00000137309	0	0	0	1	0	0	0	0
ENSG00000137310	0	0	0	1	0	0	0	0
ENSG00000137312	0	0	0	1	1	0	0	0
ENSG00000137337	0	0	0	1	0	0	0	0
ENSG00000137343	0	0	0	0	1	0	0	0
ENSG00000137393	0	0	-1	0	0	0	1	0
ENSG00000137404	-1	0	0	0	1	0	1	0
ENSG00000137411	0	0	0	1	0	0	0	0
ENSG00000137462	-1	1	0	0	0	0	0	0
ENSG00000137474	0	0	1	0	0	0	0	0
ENSG00000137478	-1	1	-1	-1	0	0	0	0
ENSG00000137486	0	0	1	0	0	0	0	0
ENSG00000137491	0	-1	1	0	0	0	0	0
ENSG00000137494	0	1	0	0	0	0	0	0
ENSG00000137497	0	-1	0	0	0	0	0	0
ENSG00000137501	0	0	0	1	0	0	0	0
ENSG00000137502	0	-1	-1	-1	0	0	0	0
ENSG00000137507	0	0	0	-1	0	1	0	0
ENSG00000137509	0	1	0	-1	0	0	0	0
ENSG00000137547	0	0	0	1	-1	0	0	0
ENSG00000137563	0	0	0	1	0	0	0	0
ENSG00000137571	0	0	1	0	0	0	0	0
ENSG00000137642	0	0	1	1	-1	0	0	0
ENSG00000137656	0	0	0	1	0	0	0	0
ENSG00000137673	0	1	1	0	0	0	0	0
ENSG00000137692	0	0	0	1	0	0	0	0
ENSG00000137700	0	0	0	1	-1	0	0	0
ENSG00000137710	0	0	0	1	0	0	0	0
ENSG00000137714	-1	0	0	1	0	0	0	0
ENSG00000137720	0	0	0	1	0	0	0	0
ENSG00000137726	0	0	1	0	0	1	0	0
ENSG00000137727	0	0	0	0	0	0	-1	0
ENSG00000137731	-1	0	1	0	0	0	0	0
ENSG00000137752	0	1	0	-1	0	0	0	0
ENSG00000137767	0	0	1	0	0	0	0	0
ENSG00000137802	0	-1	-1	1	0	0	0	0
ENSG00000137804	0	0	0	1	0	0	0	0
ENSG00000137807	-1	0	0	1	1	0	0	0
ENSG00000137809	0	0	1	0	0	0	0	0
ENSG00000137812	0	0	0	1	0	0	0	0
ENSG00000137814	0	0	0	1	0	0	0	0
ENSG00000137817	0	0	1	0	0	0	0	0
ENSG00000137818	0	1	0	1	-1	0	0	0
ENSG00000137821	0	1	0	0	0	0	0	0
ENSG00000137825	0	0	0	1	0	0	0	0
ENSG00000137834	0	1	0	0	0	0	0	0
ENSG00000137841	1	0	1	-1	0	0	0	0
ENSG00000137842	0	0	-1	0	0	0	0	0
ENSG00000137845	0	-1	-1	0	0	0	0	0
ENSG00000137871	0	0	0	-1	0	0	0	0
ENSG00000137875	0	1	0	0	0	0	0	0
ENSG00000137880	0	0	0	1	0	0	0	0
ENSG00000137942	0	0	0	1	0	0	0	0
ENSG00000137955	0	0	0	-1	0	0	0	0
ENSG00000137959	0	1	0	0	0	0	0	0
ENSG00000137960	1	0	0	0	0	0	0	0
ENSG00000137962	0	-1	1	0	0	0	0	0
ENSG00000137965	0	0	1	0	-1	0	0	0
ENSG00000137996	0	0	0	1	0	0	0	0
ENSG00000138018	0	0	0	1	-1	0	0	0
ENSG00000138028	0	1	1	0	0	0	0	0
ENSG00000138029	0	1	0	0	0	0	0	0
